,0,1,2,3,4,5
0,한 남자가 큰 플루트를 연주하고 있다.,남자가 플루트를 연주하고 있다.,3.799999952316284,0.9667773246765137,-63.81665802001953,-2.856379270553589
1,한 남자가 피자에 치즈를 뿌려놓고 있다.,한 남자가 구운 피자에 치즈 조각을 뿌려놓고 있다.,3.799999952316284,0.9382973909378052,-84.10162353515625,-3.834117889404297
2,세 남자가 체스를 하고 있다.,두 남자가 체스를 하고 있다.,2.5999999046325684,0.9735981822013855,-56.06070327758789,-2.501070737838745
3,한 남자가 첼로를 연주하고 있다.,자리에 앉은 남자가 첼로를 연주하고 있다.,4.25,0.9147753119468689,-98.90306091308594,-4.5043158531188965
4,몇몇 남자들이 싸우고 있다.,두 남자가 싸우고 있다.,4.25,0.8458858132362366,-131.55984497070312,-5.9847636222839355
5,남자가 담배를 피우고 있다.,남자가 스케이트를 타고 있다.,0.5,0.527786135673523,-233.54476928710938,-10.709113121032715
6,남자가 피아노를 치고 있다.,남자가 기타를 연주하고 있다.,1.600000023841858,0.8551242351531982,-126.3902587890625,-5.720901012420654
7,한 남자가 기타를 치고 노래를 부르고 있다.,한 여성이 어쿠스틱 기타를 연주하고 노래를 부르고 있다.,2.200000047683716,0.907099187374115,-105.69173431396484,-4.738468647003174
8,사람이 고양이를 천장에 던지고 있다.,사람이 고양이를 천장에 던진다.,5.0,0.9429302215576172,-83.76866149902344,-3.7415010929107666
9,그 남자는 다른 남자를 막대기로 때렸다.,그 남자는 다른 남자를 막대기로 때렸다.,4.199999809265137,0.9999999403953552,-0.09504137933254242,-0.004268379881978035
10,한 여성이 아기를 안아서 캥거루를 안는다.,한 여성이 아기를 안아서 팔에 캥거루를 안는다.,4.599999904632568,0.971485435962677,-57.40955352783203,-2.6341750621795654
11,남자가 플루트를 연주하고 있다.,남자가 대나무 플루트를 연주하고 있다.,3.867000102996826,0.9584307670593262,-70.34918212890625,-3.160219430923462
12,사람이 종이 한 장을 접고 있다.,누군가가 종이를 접고 있다.,4.666999816894531,0.933184027671814,-89.82743072509766,-4.05877685546875
13,한 남자가 도로를 달리고 있다.,판다 개가 도로에서 달리고 있다.,1.6670000553131104,0.6875678896903992,-191.99374389648438,-8.73970890045166
14,개가 베이컨을 등에서 떼려고 하고 있다.,개가 등에 있는 베이컨을 먹으려고 하고 있다.,3.75,0.9128442406654358,-102.00753021240234,-4.543957710266113
15,북극곰이 눈 위에서 미끄러지고 있다.,북극곰이 눈 위로 미끄러져 가고 있다.,5.0,0.9547940492630005,-74.7801513671875,-3.4014697074890137
16,여자가 글을 쓰고 있다.,여자가 수영을 하고 있다.,0.5,0.4872397184371948,-236.01954650878906,-10.925354957580566
17,고양이가 아기의 얼굴을 문지르고 있다.,고양이가 아기에게 문지르고 있다.,3.799999952316284,0.9516111612319946,-76.28834533691406,-3.4001235961914062
18,남자가 말을 타고 있다.,남자가 말을 타고 있다.,5.0,0.9999999403953552,-0.09480409324169159,-0.004364291671663523
19,한 남자가 냄비에 기름을 부어 넣는다.,한 남자가 냄비에 와인을 붓는다.,3.200000047683716,0.8517561554908752,-132.1833953857422,-6.083054065704346
20,남자가 기타를 치고 있다.,한 소녀가 기타를 치고 있다.,2.799999952316284,0.875953733921051,-115.98902130126953,-5.262158393859863
21,판다가 슬라이드 아래로 미끄러져 내려간다.,판다가 슬라이드 아래로 미끄러진다.,4.599999904632568,0.9379537105560303,-84.09395599365234,-3.8039145469665527
22,여자가 뭔가를 먹고 있다.,한 여성이 고기를 먹고 있다.,3.0,0.6548217535018921,-198.92897033691406,-8.925848960876465
23,한 여자가 감자 껍질을 벗긴다.,한 여성이 감자 껍질을 벗기고 있다.,5.0,0.8652934432029724,-125.6897964477539,-5.699397563934326
24,그 소년은 자전거에서 떨어졌다.,한 소년이 자전거에서 떨어진다.,4.800000190734863,0.9128849506378174,-101.86846160888672,-4.541625022888184
25,여자가 플루트를 연주하고 있다.,한 여성이 플루트를 연주하고 있다.,5.0,0.9618034958839417,-67.60498046875,-3.0431838035583496
26,토끼가 독수리에게서 뛰고 있다.,토끼가 독수리에게서 도망치고 있다.,4.199999809265137,0.9273249506950378,-89.94613647460938,-4.068041801452637
27,여자가 빵을 곁들인 돼지고기를 튀기고 있다.,한 여성이 빵을 곁들인 돼지고기를 요리하고 있다.,4.199999809265137,0.891638457775116,-111.22552490234375,-5.07781457901001
28,한 소녀가 연을 날리고 있다.,달리는 소녀가 연을 날리고 있다.,4.0,0.9464755058288574,-80.11968231201172,-3.61004638671875
29,한 남자가 기계식 황소를 타고 있다.,한 남자가 기계식 황소를 탔다.,4.0,0.9670972228050232,-63.07264709472656,-2.831270217895508
30,남자가 기타를 연주하고 있다.,남자가 기타를 치고 있다.,4.908999919891357,0.9644741415977478,-62.15732955932617,-2.839445114135742
31,한 여성이 다른 여성들과 춤추고 노래하고 있다.,한 여성이 빗속에서 춤추고 노래하고 있다.,3.0,0.7593708634376526,-167.31832885742188,-7.674228668212891
32,남자가 빵을 자르고 있다.,남자가 양파를 자르고 있다.,2.4000000953674316,0.8311710357666016,-141.1912841796875,-6.3470635414123535
33,남자가 팬에 기름을 부어 넣고 있다.,남자가 프라이팬에 기름을 부어 넣고 있다.,4.199999809265137,0.8428543210029602,-138.80535888671875,-6.303333282470703
34,사자가 사람들과 놀고 있다.,사자가 두 남자와 놀고 있다.,3.4000000953674316,0.8956553339958191,-112.88414001464844,-5.009256839752197
35,개가 스케이트보드를 탄다.,개가 스케이트보드를 타고 있다.,5.0,0.9685860276222229,-61.2828254699707,-2.7694215774536133
36,누군가가 동상을 조각하고 있다.,한 남자가 조각상을 조각하고 있다.,3.75,0.8565913438796997,-127.48335266113281,-5.668209075927734
37,한 여성이 양파를 자르고 있다.,남자가 양파를 자르고 있다.,2.75,0.9211696982383728,-95.82614135742188,-4.313669204711914
