,0,1,2,3,4,5
0,한 남자가 큰 플루트를 연주하고 있다.,남자가 플루트를 연주하고 있다.,3.799999952316284,0.9667950868606567,-63.78004455566406,-2.855477809906006
1,한 남자가 피자에 치즈를 뿌려놓고 있다.,한 남자가 구운 피자에 치즈 조각을 뿌려놓고 있다.,3.799999952316284,0.9379561543464661,-84.30674743652344,-3.84401798248291
2,세 남자가 체스를 하고 있다.,두 남자가 체스를 하고 있다.,2.5999999046325684,0.973423957824707,-56.217796325683594,-2.5080440044403076
3,한 남자가 첼로를 연주하고 있다.,자리에 앉은 남자가 첼로를 연주하고 있다.,4.25,0.9143491387367249,-99.12266540527344,-4.51412296295166
4,몇몇 남자들이 싸우고 있다.,두 남자가 싸우고 있다.,4.25,0.8454924821853638,-131.69888305664062,-5.991490364074707
5,남자가 담배를 피우고 있다.,남자가 스케이트를 타고 있다.,0.5,0.5275249481201172,-233.56674194335938,-10.70907974243164
6,남자가 피아노를 치고 있다.,남자가 기타를 연주하고 있다.,1.600000023841858,0.8546832799911499,-126.52334594726562,-5.729487419128418
7,한 남자가 기타를 치고 노래를 부르고 있다.,한 여성이 어쿠스틱 기타를 연주하고 노래를 부르고 있다.,2.200000047683716,0.9065960049629211,-105.94637298583984,-4.750738143920898
8,사람이 고양이를 천장에 던지고 있다.,사람이 고양이를 천장에 던진다.,5.0,0.9425516128540039,-84.07205200195312,-3.7538366317749023
9,그 남자는 다른 남자를 막대기로 때렸다.,그 남자는 다른 남자를 막대기로 때렸다.,4.199999809265137,0.9999998807907104,-0.10530541837215424,-0.004769254010170698
10,한 여성이 아기를 안아서 캥거루를 안는다.,한 여성이 아기를 안아서 팔에 캥거루를 안는다.,4.599999904632568,0.971383273601532,-57.50429916381836,-2.638993501663208
11,남자가 플루트를 연주하고 있다.,남자가 대나무 플루트를 연주하고 있다.,3.867000102996826,0.9580262303352356,-70.68705749511719,-3.175544023513794
12,사람이 종이 한 장을 접고 있다.,누군가가 종이를 접고 있다.,4.666999816894531,0.9329723119735718,-89.94198608398438,-4.064286231994629
13,한 남자가 도로를 달리고 있다.,판다 개가 도로에서 달리고 있다.,1.6670000553131104,0.6862846612930298,-192.45826721191406,-8.756860733032227
14,개가 베이컨을 등에서 떼려고 하고 있다.,개가 등에 있는 베이컨을 먹으려고 하고 있다.,3.75,0.912528932094574,-102.21266174316406,-4.55183219909668
15,북극곰이 눈 위에서 미끄러지고 있다.,북극곰이 눈 위로 미끄러져 가고 있다.,5.0,0.9545174837112427,-74.99854278564453,-3.410853385925293
16,여자가 글을 쓰고 있다.,여자가 수영을 하고 있다.,0.5,0.4864155650138855,-236.20045471191406,-10.933362007141113
17,고양이가 아기의 얼굴을 문지르고 있다.,고양이가 아기에게 문지르고 있다.,3.799999952316284,0.9516102075576782,-76.27860260009766,-3.399812936782837
18,남자가 말을 타고 있다.,남자가 말을 타고 있다.,5.0,0.9999999403953552,-0.09942321479320526,-0.004466590005904436
19,한 남자가 냄비에 기름을 부어 넣는다.,한 남자가 냄비에 와인을 붓는다.,3.200000047683716,0.851767361164093,-132.17059326171875,-6.082616806030273
