,0,1,2,3,4,5
0,한 남자가 큰 플루트를 연주하고 있다.,남자가 플루트를 연주하고 있다.,3.799999952316284,0.9662489295005798,-64.17523956298828,-2.872567892074585
1,한 남자가 피자에 치즈를 뿌려놓고 있다.,한 남자가 구운 피자에 치즈 조각을 뿌려놓고 있다.,3.799999952316284,0.9409369230270386,-82.26783752441406,-3.7453882694244385
2,세 남자가 체스를 하고 있다.,두 남자가 체스를 하고 있다.,2.5999999046325684,0.9745515584945679,-55.00642395019531,-2.4543697834014893
3,한 남자가 첼로를 연주하고 있다.,자리에 앉은 남자가 첼로를 연주하고 있다.,4.25,0.9171769022941589,-97.3812026977539,-4.434007167816162
4,몇몇 남자들이 싸우고 있다.,두 남자가 싸우고 있다.,4.25,0.8479622602462769,-130.62063598632812,-5.935446739196777
5,남자가 담배를 피우고 있다.,남자가 스케이트를 타고 있다.,0.5,0.5318107604980469,-232.1703643798828,-10.650986671447754
6,남자가 피아노를 치고 있다.,남자가 기타를 연주하고 있다.,1.600000023841858,0.8582377433776855,-125.01457214355469,-5.641421318054199
7,한 남자가 기타를 치고 노래를 부르고 있다.,한 여성이 어쿠스틱 기타를 연주하고 노래를 부르고 있다.,2.200000047683716,0.9104741811752319,-103.54370880126953,-4.641283988952637
8,사람이 고양이를 천장에 던지고 있다.,사람이 고양이를 천장에 던진다.,5.0,0.945280909538269,-81.59004974365234,-3.654874324798584
9,그 남자는 다른 남자를 막대기로 때렸다.,그 남자는 다른 남자를 막대기로 때렸다.,4.199999809265137,0.9999999403953552,-0.09205739200115204,-0.0042043887078762054
10,한 여성이 아기를 안아서 캥거루를 안는다.,한 여성이 아기를 안아서 팔에 캥거루를 안는다.,4.599999904632568,0.9721753597259521,-56.519474029541016,-2.592547655105591
11,남자가 플루트를 연주하고 있다.,남자가 대나무 플루트를 연주하고 있다.,3.867000102996826,0.9613869190216064,-67.66352844238281,-3.037595748901367
12,사람이 종이 한 장을 접고 있다.,누군가가 종이를 접고 있다.,4.666999816894531,0.9343783855438232,-88.92752075195312,-4.016775608062744
