,0,1,2,3,4,5
0,한 남자가 큰 플루트를 연주하고 있다.,남자가 플루트를 연주하고 있다.,3.799999952316284,0.9656078815460205,-63.67345428466797,-2.845707416534424
1,한 남자가 피자에 치즈를 뿌려놓고 있다.,한 남자가 구운 피자에 치즈 조각을 뿌려놓고 있다.,3.799999952316284,0.9503876566886902,-74.2947769165039,-3.3748645782470703
2,세 남자가 체스를 하고 있다.,두 남자가 체스를 하고 있다.,2.5999999046325684,0.976321816444397,-52.184349060058594,-2.332287549972534
3,한 남자가 첼로를 연주하고 있다.,자리에 앉은 남자가 첼로를 연주하고 있다.,4.25,0.9237745404243469,-91.85699462890625,-4.181812763214111
4,몇몇 남자들이 싸우고 있다.,두 남자가 싸우고 있다.,4.25,0.8505989909172058,-127.45376586914062,-5.786941051483154
5,남자가 담배를 피우고 있다.,남자가 스케이트를 타고 있다.,0.5,0.5502400398254395,-223.99908447265625,-10.277274131774902
6,남자가 피아노를 치고 있다.,남자가 기타를 연주하고 있다.,1.600000023841858,0.8676694631576538,-118.79414367675781,-5.331493377685547
7,한 남자가 기타를 치고 노래를 부르고 있다.,한 여성이 어쿠스틱 기타를 연주하고 노래를 부르고 있다.,2.200000047683716,0.9183229804039001,-97.04124450683594,-4.348826885223389
8,사람이 고양이를 천장에 던지고 있다.,사람이 고양이를 천장에 던진다.,5.0,0.9480081796646118,-77.57620239257812,-3.4990954399108887
9,그 남자는 다른 남자를 막대기로 때렸다.,그 남자는 다른 남자를 막대기로 때렸다.,4.199999809265137,0.9999999403953552,-0.09595131129026413,-0.0043861884623765945
10,한 여성이 아기를 안아서 캥거루를 안는다.,한 여성이 아기를 안아서 팔에 캥거루를 안는다.,4.599999904632568,0.9740225076675415,-53.222068786621094,-2.444159507751465
11,남자가 플루트를 연주하고 있다.,남자가 대나무 플루트를 연주하고 있다.,3.867000102996826,0.968975841999054,-59.618263244628906,-2.6688408851623535
12,사람이 종이 한 장을 접고 있다.,누군가가 종이를 접고 있다.,4.666999816894531,0.9372546672821045,-85.54512023925781,-3.8637592792510986
13,한 남자가 도로를 달리고 있다.,판다 개가 도로에서 달리고 있다.,1.6670000553131104,0.7136518955230713,-179.3600616455078,-8.217788696289062
14,개가 베이컨을 등에서 떼려고 하고 있다.,개가 등에 있는 베이컨을 먹으려고 하고 있다.,3.75,0.9229782819747925,-93.66128540039062,-4.182158946990967
15,북극곰이 눈 위에서 미끄러지고 있다.,북극곰이 눈 위로 미끄러져 가고 있다.,5.0,0.9644238352775574,-65.40895080566406,-2.9967687129974365
16,여자가 글을 쓰고 있다.,여자가 수영을 하고 있다.,0.5,0.529350996017456,-223.0594482421875,-10.26386833190918
17,고양이가 아기의 얼굴을 문지르고 있다.,고양이가 아기에게 문지르고 있다.,3.799999952316284,0.9557949304580688,-71.4379653930664,-3.1940109729766846
18,남자가 말을 타고 있다.,남자가 말을 타고 있다.,5.0,0.9999999403953552,-0.09470874071121216,-0.004325396381318569
19,한 남자가 냄비에 기름을 부어 넣는다.,한 남자가 냄비에 와인을 붓는다.,3.200000047683716,0.8532702326774597,-128.54852294921875,-5.914520263671875
20,남자가 기타를 치고 있다.,한 소녀가 기타를 치고 있다.,2.799999952316284,0.8863952159881592,-109.45401763916016,-4.947309970855713
21,판다가 슬라이드 아래로 미끄러져 내려간다.,판다가 슬라이드 아래로 미끄러진다.,4.599999904632568,0.9397721886634827,-80.60826110839844,-3.6585052013397217
22,여자가 뭔가를 먹고 있다.,한 여성이 고기를 먹고 있다.,3.0,0.6713941693305969,-189.8065948486328,-8.523951530456543
23,한 여자가 감자 껍질을 벗긴다.,한 여성이 감자 껍질을 벗기고 있다.,5.0,0.8641437292098999,-123.79328918457031,-5.653879642486572
24,그 소년은 자전거에서 떨어졌다.,한 소년이 자전거에서 떨어진다.,4.800000190734863,0.9151719808578491,-98.8956298828125,-4.39987325668335
25,여자가 플루트를 연주하고 있다.,한 여성이 플루트를 연주하고 있다.,5.0,0.9619380235671997,-66.48898315429688,-2.9751789569854736
26,토끼가 독수리에게서 뛰고 있다.,토끼가 독수리에게서 도망치고 있다.,4.199999809265137,0.9377752542495728,-81.35297393798828,-3.677121639251709
27,여자가 빵을 곁들인 돼지고기를 튀기고 있다.,한 여성이 빵을 곁들인 돼지고기를 요리하고 있다.,4.199999809265137,0.8999121785163879,-104.2879638671875,-4.774140357971191
28,한 소녀가 연을 날리고 있다.,달리는 소녀가 연을 날리고 있다.,4.0,0.950020968914032,-76.53073120117188,-3.459243059158325
29,한 남자가 기계식 황소를 타고 있다.,한 남자가 기계식 황소를 탔다.,4.0,0.9652231335639954,-63.36537170410156,-2.84590220451355
30,남자가 기타를 연주하고 있다.,남자가 기타를 치고 있다.,4.908999919891357,0.9667590260505676,-58.788108825683594,-2.6837844848632812
31,한 여성이 다른 여성들과 춤추고 노래하고 있다.,한 여성이 빗속에서 춤추고 노래하고 있다.,3.0,0.7711102366447449,-161.22784423828125,-7.380990028381348
32,남자가 빵을 자르고 있다.,남자가 양파를 자르고 있다.,2.4000000953674316,0.8453059196472168,-132.81781005859375,-5.957389831542969
33,남자가 팬에 기름을 부어 넣고 있다.,남자가 프라이팬에 기름을 부어 넣고 있다.,4.199999809265137,0.8268388509750366,-142.26913452148438,-6.475602149963379
34,사자가 사람들과 놀고 있다.,사자가 두 남자와 놀고 있다.,3.4000000953674316,0.8961693048477173,-109.59617614746094,-4.884740352630615
35,개가 스케이트보드를 탄다.,개가 스케이트보드를 타고 있다.,5.0,0.9675598740577698,-61.699241638183594,-2.7759346961975098
36,누군가가 동상을 조각하고 있다.,한 남자가 조각상을 조각하고 있다.,3.75,0.8554495573043823,-124.19389343261719,-5.558441162109375
37,한 여성이 양파를 자르고 있다.,남자가 양파를 자르고 있다.,2.75,0.9225323796272278,-92.81866455078125,-4.198553562164307
38,여자는 새우 껍질을 벗긴다.,한 여성이 새우 껍질을 벗기고 있다.,5.0,0.7880767583847046,-154.0392303466797,-7.094333648681641
39,한 여성이 생선 튀김을 하고 있다.,한 여성이 생선을 요리하고 있다.,4.0,0.8472570180892944,-129.51638793945312,-5.885067462921143
40,한 여성이 일렉트릭 기타를 연주하고 있다.,한 여성이 기타를 치고 있다.,3.5999999046325684,0.9269462823867798,-88.32627868652344,-4.029953479766846
41,새끼 호랑이가 공을 가지고 놀고 있다.,아기가 인형을 가지고 놀고 있다.,1.600000023841858,0.769810676574707,-162.87826538085938,-7.340925216674805
